variable,mean,sd,5.5%,95.5%
b0,4.9996441225,0.37141355985672003,4.40112575,5.621405249999999
cutpoints[1],-7.34949324,0.5590758026523597,-8.2378574,-6.393849300000001
cutpoints[2],-5.6553286775,0.4779426875326868,-6.41727215,-4.84463205
cutpoints[3],-4.459491045,0.43426395520783917,-5.151851,-3.7188841
cutpoints[4],-3.2924745025,0.4123805997425964,-3.95993765,-2.598561
