variable,mean,sd,5.5%,95.5%
b0,2.62441797,0.19759364293724482,2.3085090000000004,2.9568277999999992
cutpoints[1],-3.8267121775,0.29150336726222353,-4.288237949999999,-3.3282973500000006
cutpoints[2],-2.886727795,0.25754438395957163,-3.2979163000000002,-2.4477999500000003
cutpoints[3],-2.2200667725,0.235437579947682,-2.5988388,-1.819282
cutpoints[4],-1.58168452275,0.2250179472320944,-1.9402861999999998,-1.2011173500000005
