variable,mean,sd,5.5%,95.5%
b0,3.0870865325,0.23259330730440664,2.7279281,3.4889308999999997
cutpoints[1],-4.505574925,0.3471568790180554,-5.079349799999999,-3.9293582500000004
cutpoints[2],-3.47244559,0.29737246349841084,-3.9682355,-2.9837292000000004
cutpoints[3],-2.7461509175,0.2691675281292916,-3.18483205,-2.2993091999999997
cutpoints[4],-2.0468333125,0.24857351712613407,-2.4487444000000003,-1.6369847500000003
