variable,mean,sd,5.5%,95.5%
b0,2.6257877575,0.19981964980866773,2.3157134999999998,2.95977295
cutpoints[1],-3.82777913,0.2963342854422607,-4.3112531999999995,-3.3395502000000006
cutpoints[2],-2.8839512275,0.26180079504632897,-3.30445625,-2.4474543500000006
cutpoints[3],-2.21867276,0.23841935066217873,-2.6074176999999996,-1.8266365000000002
cutpoints[4],-1.58252645225,0.22460430895089603,-1.93667405,-1.2017896500000007
