variable,mean,sd,5.5%,95.5%
b0,3.0932501675,0.2311160456197983,2.7272823,3.4840869999999997
cutpoints[1],-4.515039795,0.3398697770621095,-5.050226600000001,-3.9430254999999996
cutpoints[2],-3.47887842,0.29268701705164724,-3.94375775,-2.9955146
cutpoints[3],-2.749069495,0.26777771765713326,-3.1794288,-2.29949535
cutpoints[4],-2.0531961225,0.2505144615234779,-2.45792475,-1.6413928
