variable,mean,sd,5.5%,95.5%
b0,5.0116724475,0.38523464416417796,4.4052045,5.66827125
cutpoints[1],-7.3680293725,0.570237014440084,-8.302397599999999,-6.388011250000001
cutpoints[2],-5.67305126,0.48898186802598004,-6.47624195,-4.86745615
cutpoints[3],-4.4710368225,0.4445710360945279,-5.18887565,-3.7252738000000005
cutpoints[4],-3.2996897675,0.4181238308760427,-3.9782974,-2.5977828
