variable,mean,sd,5.5%,95.5%
b0,0.8156242835,0.028605029686682232,0.770321845,0.864334315
b1,0.37281895825,0.012447053254493088,0.35264569000000007,0.393571945
cutpoints[1],-2.514617975,0.06933560279469056,-2.62346165,-2.3980181999999997
cutpoints[2],-1.787395465,0.06178430752988992,-1.8859827500000002,-1.6844292
cutpoints[3],-1.298738855,0.05858997466479893,-1.39344055,-1.20076685
cutpoints[4],-0.9014566825,0.05609260675225622,-0.992062,-0.805697735
