variable,mean,sd,5.5%,95.5%
b0,3.6256131475,0.28062655375585266,3.16431995,4.10144495
cutpoints[1],-5.30362766,0.4279570169112259,-6.0087833,-4.588112300000001
cutpoints[2],-3.901090265,0.3749681634616227,-4.4940727,-3.2643447
cutpoints[3],-2.8857837775,0.34425568634032744,-3.4343521000000004,-2.29325685
cutpoints[4],-1.91290550125,0.3317628419000588,-2.4364811,-1.3520294500000007
